age,sex,age_sex,population,mx,pyld_rate,deaths_rate_ishd,ylds_rate_ishd,dw_adj_ishd,prevalence_ishd,deaths_rate_copd,ylds_rate_copd,dw_adj_copd,prevalence_copd,deaths_rate_dmt2,ylds_rate_dmt2,dw_adj_dmt2,prevalence_dmt2,case_fatality_copd,case_fatality_dmt2,case_fatality_ishd,incidence_copd,incidence_dmt2,incidence_ishd,remission_copd,remission_dmt2,remission_ishd
22,female,22_female,2176647.476739774,5.010269419644821e-4,0.09834309097826564,8.625754802586984e-6,9.744784983979996e-5,0.05117805595362694,0.0021117726518991003,1.8166020670997384e-6,1.2325144047220003e-4,0.06176148382223575,0.002213262712757499,2.700816947982798e-6,8.094085609089999e-4,0.06371078352953398,0.014090082386165603,0.017521109309615458,0.003720452601768007,0.0303178451318733,2.0611372766198035e-4,0.001528718978813166,2.0606649060662388e-4,0,0,0
23,female,23_female,0,5.173252439243075e-4,0.10171728376434959,9.243951576177814e-6,1.1105491490663228e-4,0.05096114581201798,0.0024259959413044725,1.9409625767580597e-6,1.3333075067181719e-4,0.06194010954224307,0.0023963476612905783,2.859092872247875e-6,8.974682862455839e-4,0.06478859508931237,0.015420981591193638,0.01704626027239109,0.003462247621375242,0.028909421523406094,2.1634463971168113e-4,0.0015983915982500378,2.180024104038297e-4,0,0,0
24,female,24_female,0,5.322688799793994e-4,0.10517206002525874,9.809311277276155e-6,1.24290990048258e-4,0.05083843359287738,0.0027323070509455718,2.0756556766383618e-6,1.440496855024194e-4,0.0621114856328514,0.00259192489791803,3.010034845242194e-6,9.877085140655294e-4,0.06577668556822987,0.016781811078416472,0.016547744682869465,0.003244668305841081,0.02753192742028019,2.267690645515664e-4,0.0016697833119315906,2.3069065816767192e-4,0,0,0
25,female,25_female,0,5.472822854301336e-4,0.1086193471774303,1.0381846462013857e-5,1.3726554261053088e-4,0.050760057053584426,0.003033957296122604,2.220912923942446e-6,1.5533593686756938e-4,0.06224143236672509,0.002800028144022453,3.185087455284527e-6,0.0010820084509978278,0.06674616065612386,0.01818755825687558,0.01602068686532935,0.00307538336988271,0.026414527443434244,2.375020966583623e-4,0.0017397353947359888,2.441376582259939e-4,0,0,0
26,female,26_female,0,5.639657346937705e-4,0.11195967588883594,1.1038265828178973e-5,1.5030973663692396e-4,0.05067670776326995,0.003340211416093226,2.37685725220484e-6,1.6708719607264825e-4,0.06229554161347983,0.003020518083693885,3.4235305555998034e-6,0.001183200860773656,0.06777266228078722,0.019660708579292783,0.015537503107676723,0.0029404387335695377,0.02544874081151967,2.4917417902487284e-4,0.0018140807882593233,2.5854726586381656e-4,0,0,0
27,female,27_female,2113288.042159572,5.841214509350387e-4,0.11508273344182164,1.1875507739609453e-5,1.6398347086790001e-4,0.050539439570369875,0.0036666291224584004,2.5434739604661416e-6,1.7916780423039998e-4,0.06223949963366079,0.003253053528365299,3.777691542797748e-6,0.0012952275382487003,0.06893659512343046,0.021232130320188808,0.01502647841394907,0.0028326092245168693,0.024615017340518047,2.616873783385889e-4,0.0018948114777681678,2.7368108424548885e-4,0,0,0
28,female,28_female,0,6.084384233149185e-4,0.11791339488387141,1.2950770278833293e-5,1.7778479925864728e-4,0.0503127173472383,0.004005715247552922,2.7235526042760316e-6,1.9129371464045392e-4,0.062000071283415406,0.0034976128309490077,4.3315796147372525e-6,0.0014185316402508875,0.07024955306897458,0.022890679423704683,0.014573098954194001,0.002750803512291903,0.024013502245468075,2.7514317258346666e-4,0.001973812288313001,2.903242429006647e-4,0,0,0
29,female,29_female,0,6.361522721893536e-4,0.1204914562892281,1.4247580976650263e-5,1.909332866312963e-4,0.05003004092773523,0.0043389424549204235,2.9189298913311567e-6,2.0344298270983085e-4,0.06160187242217331,0.0037547575709205197,5.1247105783227995e-6,0.0015513679557436866,0.0716649892335396,0.024611658298881473,0.01412621235380098,0.002696476301091921,0.023563458449277437,2.903247600868997e-4,0.0020608788475087493,3.0787879782179076e-4,0,0,0
30,female,30_female,0,6.670457365269433e-4,0.12287795593747511,1.5770240426839468e-5,2.0390121948518495e-4,0.04974567128227143,0.004672950093974961,3.127472577979262e-6,2.1590787076149735e-4,0.061156612111456066,0.004024868271833362,6.143183608799167e-6,0.0016957235167587561,0.0731801190600131,0.02641730721832065,0.013715827803317116,0.0026616233239849813,0.023254961305963308,3.0744040077768597e-4,0.002154096301201649,3.2639854519831004e-4,0,0,0
31,female,31_female,0,7.008407216342593e-4,0.12514133911421885,1.75160697769763e-5,2.1735409711898026e-4,0.04951271115803853,0.0050178137835710564,3.346168710349942e-6,2.2906589986149665e-4,0.060773305725186126,0.004308350215230816,7.3268387564210095e-6,0.0018541348279646206,0.07479191277518156,0.028336753228684827,0.013328984694206326,0.0026425579545925762,0.023088149616806393,3.257432571673986e-4,0.0022549993761705437,3.461312159141178e-4,0,0,0
32,female,32_female,1881935.466120787,7.371762502426731e-4,0.12735652254894625,1.947088606825817e-5,2.3215837363390018e-4,0.04938336898847989,0.0053872457984819,3.57099433067364e-6,2.4338907458749986e-4,0.06055839979707645,0.004605638445469999,8.537616313598688e-6,0.002029809251637299,0.07649701433608858,0.0304070225138738,0.012904725336896435,0.0026443603813199414,0.02303795361611903,3.472642846811798e-4,0.002367493697535386,3.6742568113985687e-4,0,0,0
33,female,33_female,0,7.764699419959385e-4,0.12948906686606174,2.1615871661301578e-5,2.484925816347984e-4,0.049380206252292405,0.005780641371980279,3.783172923870929e-6,2.589083520852424e-4,0.06053946536726822,0.004912730918535025,9.665086713546506e-6,0.0022270988615657812,0.07834642965520809,0.03265395457865673,0.012514308298878039,0.002658182782627495,0.023204749291065065,3.7119360860626583e-4,0.002481667343974891,3.9035550563588256e-4,0,0,0
34,female,34_female,0,8.194702612385086e-4,0.13147611780196605,2.40084853781175e-5,2.6585771635998087e-4,0.04946782870722582,0.006187764471648166,3.9818104227500185e-6,2.7540621996670746e-4,0.060644394265645066,0.005228660391724325,1.075949978533934e-5,0.002447595878172222,0.08035450718812982,0.03507008545300118,0.012129994686359273,0.0026818083437307816,0.0234340624476244,3.985891782394789e-4,0.0026073839896251193,4.145450966665155e-4,0,0,0
35,female,35_female,0,8.662185103745423e-4,0.13335693142573388,2.6762754251533374e-5,2.8426658913157206e-4,0.049611480453312665,0.006611467049843633,4.193283902359923e-6,2.9308974252066264e-4,0.060829574494288594,0.005559555206470959,1.1878653699955015e-5,0.00269024493054635,0.08245798829991836,0.037645519332805424,0.011762027646956141,0.002718566845701157,0.023827018625013976,4.297589275259703e-4,0.002743057197568218,4.4032354188286216e-4,0,0,0
36,female,36_female,0,9.167225473572963e-4,0.13517374823462217,3.0035851349727884e-5,3.037225334337941e-4,0.04977629204776504,0.0070554711473514425,4.4500941931577645e-6,3.122073862359385e-4,0.06105132212657063,0.005913160242687099,1.3116041565505643e-5,0.0029527845774178687,0.0845866536522121,0.04036467573895702,0.011425429157018968,0.0027646809443609612,0.024362340331007808,4.64167306569754e-4,0.0028799846299333055,4.6811143354205914e-4,0,0,0
37,female,37_female,1836936.850909473,9.709459055266145e-4,0.13697151201495034,3.4045619824021715e-5,3.242177562571001e-4,0.04992700782242514,0.007524473640042898,4.793109343131271e-6,3.3305648533449983e-4,0.061265458962454736,0.006299079240746902,1.4607314454552542e-5,0.003231435427097301,0.08666280120093357,0.043205359946069784,0.011099013065511696,0.002816413601974747,0.025042247735187755,5.056941994656151e-4,0.003022564727411571,4.98018164579108e-4,0,0,0
38,female,38_female,0,0.0010287179052854245,0.13871087155684106,3.911055879394468e-5,3.457277068976486e-4,0.05007260047788353,0.008016403663916156,5.243998613888514e-6,3.5538105943658797e-4,0.06149633179149928,0.006709506923982092,1.6393908334380253e-5,0.0035267095485503456,0.08866663992740906,0.04618011197589589,0.010785312561285454,0.002871510130783717,0.02584535873748537,5.521266841056748e-4,0.003162855416546626,5.303220195416586e-4,0,0,0
39,female,39_female,0,0.001090572949371464,0.14035602125663382,4.5438665231699513e-5,3.6830975601156914e-4,0.05023679761513676,0.008528340066662693,5.800208435908265e-6,3.791647863966785e-4,0.06177406827522217,0.00713994764064896,1.8437049295279782e-5,0.0038423516090175715,0.09064440299218704,0.049309357640108686,0.010490120835782065,0.0029248520370229823,0.026670342161829362,6.053783624150558e-4,0.0033067950059262347,5.65060644770784e-4,0,0,0
40,female,40_female,0,0.0011576415055013884,0.14196132823753554,5.311374221595617e-5,3.920851342406651e-4,0.05040602941701174,0.009065333421180755,6.4776067622935064e-6,4.0524233660832617e-4,0.06206229057359847,0.007609794071834778,2.080551039818797e-5,0.004177799915693895,0.0926131441502844,0.052572775118535454,0.010200217052149633,0.0029834855573228768,0.0276126493010709,6.644688239461917e-4,0.003445053649584696,6.019730950258184e-4,0,0,0
41,female,41_female,0,0.0012312838735161708,0.1435838774790965,6.214254736169124e-5,4.1719790171763763e-4,0.050566549397808976,0.009633636547207785,7.295073153880771e-6,4.346608026320102e-4,0.06232397323140031,0.008143419472013568,2.3589820012283777e-5,0.004532013712497459,0.09459165788027259,0.055943526420421455,0.009905740568990887,0.0030366719827772557,0.028606739438683734,7.340000999443233e-4,0.0035856291688215816,6.426618136286327e-4,0,0,0
42,female,42_female,1603657.881442339,0.0013131393489457918,0.14528342785622425,7.239741172453647e-5,4.438179966778e-4,0.050704439497298616,0.010240868697552603,8.274522886684022e-6,4.687386401213001e-4,0.06252149169259959,0.008771609715058002,2.6909859374814145e-5,0.004903404970517897,0.09660048331688038,0.059387677170206085,0.009635588032994552,0.0030929197829264034,0.029606946446427633,8.099175353368398e-4,0.0037209008158482115,6.861218868712842e-4,0,0,0
43,female,43_female,0,0.0014056434840706248,0.14708536580787956,8.422998086163377e-5,4.718296351489451e-4,0.050814750034332556,0.010886608952315227,9.477559576632094e-6,5.088792466321849e-4,0.06264101402607837,0.009524740715731318,3.1078912374209545e-5,0.005292778722245619,0.09869190777594392,0.06287809785301812,0.009382942661190184,0.0031376532225066973,0.030511999790938597,8.94724385655352e-4,0.0038456939530431135,7.327944161905666e-4,0,0,0
44,female,44_female,0,0.001509554409595212,0.14895224875850774,9.820177911370617e-5,5.012011455726885e-4,0.05090655509027435,0.011568822532675004,1.0971202693492438e-5,5.554844726565481e-4,0.06270700461847374,0.010408944204282749,3.630782862399001e-5,0.005700800680531148,0.1008543076092512,0.06641898239157906,0.009130692796640118,0.0031822653105316044,0.03149150394017214,9.91291150221182e-4,0.003978586220876223,7.838332716028273e-4,0,0,0
45,female,45_female,0,0.0016239279020890493,0.15085043391260056,1.142337009132143e-4,5.32305239003719e-4,0.05098691993763142,0.01229483132551169,1.2785069383872226e-5,6.085043206962673e-4,0.06273914373743163,0.011422092977333601,4.250345857138648e-5,0.00612462403303935,0.10300865784568827,0.0700206789523224,0.008879439236902525,0.0032199528975049864,0.03233009668296314,0.0010970848575236306,0.004096885023578605,8.383524873646729e-4,0,0,0
46,female,46_female,0,0.0017472870906584885,0.15274452463429905,1.320093282587744e-4,5.655963312275422e-4,0.05106296695057791,0.013073414811798903,1.4939293360512317e-5,6.676538008254145e-4,0.06275723478876861,0.012556714769222077,4.939093426918137e-5,0.006560542952065668,0.10506911609916945,0.07369757663249701,0.008657574791989532,0.003253923888040705,0.033092529127470856,0.001215150646814837,0.0042054705750682615,8.968858480870223e-4,0,0,0
47,female,47_female,1513443.5000643425,0.0018774851500760366,0.1545973390274889,1.508911342395399e-4,6.016236447468998e-4,0.051141864572527236,0.013915048617646598,1.7435006690480735e-5,7.323121846215001e-4,0.06278112867213781,0.013797599373211605,5.643891243471091e-5,0.007003936779568702,0.10694345438247989,0.0774683665307257,0.008432157260157554,0.0032850738841186137,0.03377149816107378,0.0013388835566539802,0.0043171420527239384,9.60763266388028e-4,0,0,0
48,female,48_female,0,0.0020127291494231514,0.15640685647498226,1.6980041515982997e-4,6.403340621666378e-4,0.05124668081721927,0.014811754489788057,2.028397047562013e-5,8.041524416660617e-4,0.06282022677815083,0.015174155400414271,6.297276822135862e-5,0.007447673347469761,0.1085936878333465,0.08129834050968021,0.008217119227375913,0.0033111708623499853,0.0343487897713078,0.0014731416699921048,0.0044296998932425065,0.001029293115907264,0,0,0
49,female,49_female,0,0.0021549339720000195,0.15819588358898226,1.8866334553832258e-4,6.816605595323863e-4,0.0513727602056176,0.01576244527129146,2.3586560918138984e-5,8.851906017532318e-4,0.06286129505545826,0.016727914335788067,6.903935439012052e-5,0.007890262465550824,0.11006664532501777,0.08515772399198747,0.008030852198202761,0.003334412436924672,0.0347673474198172,0.00161651711152488,0.004533486693709513,0.001102258978427415,0,0,0
50,female,50_female,0,0.0023075419602660335,0.15996316427061189,2.0842954589836898e-4,7.263119575681859e-4,0.05148549509086143,0.016793479329120807,2.7491379843983312e-5,9.746116887958914e-4,0.06289022684442644,0.018448065743377425,7.516383890427162e-5,0.008335926575207228,0.1113954505425508,0.0890817642205101,0.007844592438927031,0.0033567456939029563,0.035055202139763056,0.001770310116432633,0.004640249267830992,0.0011822668295959167,0,0,0
51,female,51_female,0,0.0024749102596137496,0.16170744304504936,2.3057021713858796e-4,7.751491907317949e-4,0.051549989351742556,0.017937523269825287,3.220981126002109e-5,0.001070934665352542,0.0628928942782103,0.02031267663851348,8.212738342600368e-5,0.008790368600212555,0.11261585987215189,0.09311363661320175,0.0076721965252514405,0.0033792838711890058,0.035214595469542864,0.0019357079636639638,0.004765131646497995,0.0012699958673750454,0,0,0
52,female,52_female,1501893.4998682016,0.002662506746691608,0.16342746646426393,2.571985514251167e-4,8.292167937823001e-4,0.05153126692170698,0.019235065410286,3.804337245321303e-5,0.0011718472477821,0.06285519138451873,0.022285698443792096,9.101905632024518e-5,0.0092608370327359,0.11376583028855036,0.09730491987699069,0.007514723636919799,0.003398943146455263,0.03528659986172572,0.0021104291223766006,0.004886615830304383,0.0013643285094090073,0,0,0
53,female,53_female,0,0.0028727843880070572,0.16507725337281126,2.896613802440617e-4,8.896144399481056e-4,0.05136218349820908,0.02074474122001434,4.549426286273999e-5,0.0012760718394389259,0.06274138092263724,0.024359632248237967,1.0281612983405788e-4,0.0097455718663604,0.11479879230684681,0.10167628861208773,0.007382058741296205,0.003422655186326175,0.03528428511890695,0.0022906328758522205,0.004999699633203315,0.0014665921814243634,0,0,0
54,female,54_female,0,0.0031058341895903417,0.16665436864295924,3.2782089805036404e-4,9.567036425880603e-4,0.05106719235743421,0.022480315882480992,5.497873492075272e-5,0.001384889914776468,0.06256123234312058,0.026562987679799456,1.1754633337813535e-4,0.010237931752011552,0.11568297745974102,0.10619638549202187,0.007255464534653023,0.0034432037574486816,0.035199543053743856,0.002482430942064383,0.005127260449670544,0.0015773937870320232,0,0,0
55,female,55_female,0,0.0033649371502968662,0.16822488995193885,3.7213760773708004e-4,0.0010305036080740639,0.05074795340757774,0.024412720546358128,6.670554368826096e-5,0.0014993818508221212,0.062368675988964416,0.028902201237203246,1.35019632623513e-4,0.010739374181237885,0.1164819776311768,0.11084227587306925,0.007148515636164474,0.0034656598736537156,0.035106392014352616,0.0026811790167425575,0.005267347444282804,0.001697867838180542,0,0,0
56,female,56_female,0,0.0036539250954009373,0.16985748312746288,4.229492864409509e-4,0.0011108942200206316,0.050503948637394304,0.026496510422875694,8.072848089074272e-5,0.0016210147902179072,0.06221705759582821,0.031384760428484905,1.5468416177540875e-4,0.011251789233661406,0.11726154991828876,0.11558654091205323,0.0070567320128677394,0.003493049624864013,0.034972948278499394,0.002895059027794079,0.00541040984012418,0.001829001302982153,0,0,0
57,female,57_female,1354368.3127547384,0.003977286285854077,0.1716235170112411,4.8038314882023405e-4,0.0011975719487583001,0.05043297537065226,0.028665482939548594,9.681839705568975e-5,0.0017517022885966001,0.06215925954671618,0.034019404243301896,1.7545952759674517e-4,0.0117775267667453,0.11808931971944786,0.12039701457870952,0.006980603497984803,0.00352088689742004,0.03491013045426328,0.0031142742599174177,0.005538511421792401,0.001972462306988148,0,0,0
58,female,58_female,0,0.0043443786135404375,0.17349641390378795,5.461131837002424e-4,0.0012931510158166325,0.050539533118676636,0.030958043432377437,1.1499472578487418e-4,0.0018919126641780044,0.0622246453245177,0.03678698031951703,1.9673486981720584e-4,0.012320467746164536,0.11896136252265102,0.12530740951670216,0.006931998632082054,0.0035455207693466414,0.0348561626588038,0.0033474153146813065,0.005656801268182132,0.002126743791589727,0,0,0
59,female,59_female,0,0.00476147738045705,0.17543164395978106,6.221690026846212e-4,0.001399412841134245,0.050758304157011554,0.03343529625780644,1.358546439348702e-4,0.0020409330750288755,0.06237800149964534,0.039679275346748435,2.191181139106875e-4,0.01287848743905141,0.11983248664392354,0.1303336962677969,0.0069056593231204095,0.0035773307002950356,0.034915668563952326,0.003607431028437657,0.005765119940553261,0.0022932537498978668,0,0,0
60,female,60_female,0,0.0052278777010626235,0.17747746754101584,7.086696744412342e-4,0.0015139862625984585,0.051082816948052126,0.03603179544354398,1.5979514596283748e-4,0.0021993281041040114,0.06257526432084924,0.042729335421479275,2.430139056141933e-4,0.013444388593307264,0.12070998944991419,0.1354056080710312,0.00689745697445856,0.0036145534738673164,0.035102795759219485,0.0038865366917309324,0.005847752875274344,0.0024735316407634572,0,0,0
61,female,61_female,0,0.005740835989370725,0.17968445469847422,8.051337892876636e-4,0.0016334580151859768,0.05150709329430705,0.038658706354328394,1.8731010166672706e-4,0.0023677265955371024,0.06277199321384805,0.0459803228164201,2.6903155902891385e-4,0.014009729793599254,0.12160138383846784,0.14044220018584702,0.006912884139911339,0.0036512436445637632,0.035402425056254475,0.004185617095699568,0.005900927580040932,0.0026691475206394285,0,0,0
62,female,62_female,1099714.1276224556,0.006294877423299751,0.18210585765333157,9.102484332690234e-4,0.0017532121488221006,0.0520255077866046,0.0412022607101166,2.1901977773279278e-4,0.0025468304713317006,0.06292321668393575,0.04948710217187988,2.9802860058818697e-4,0.014564813732427994,0.12251440451226835,0.1453518901083375,0.00695260045817676,0.0036930925371032337,0.035894446821573125,0.004523384754832518,0.005910720007364204,0.00288049015924419,0,0,0
63,female,63_female,0,0.006890383067189251,0.18474072474585454,0.0010222483320523137,0.0018721710734490556,0.052689591655363556,0.04358440493385208,2.548570083683514e-4,0.0027359275429953566,0.06301997486430279,0.053252106125128776,3.308974071851011e-4,0.015111075481210118,0.12347716746876337,0.15011328864988577,0.007010007240995379,0.003733915568862261,0.03657777644809097,0.004885723316163757,0.005877889333034176,0.0031088324103673484,0,0,0
64,female,64_female,0,0.00753724235159233,0.18756448075959128,0.0011421894919716377,0.001992297362189182,0.053510311828989736,0.045827178874882746,2.949331644109362e-4,0.0029350404425292037,0.06309205322939512,0.05725927878644085,3.676212335908134e-4,0.01565134867616108,0.12448563946752954,0.15475295720563342,0.007105668286388918,0.003784886250499304,0.03736265987333357,0.005293909670843778,0.005800856864686003,0.003357461635580316,0,0,0
65,female,65_female,0,0.00824275357139709,0.1905982888162924,0.0012730628286657633,0.0021124877189397247,0.05441906417264107,0.047957993557397154,3.4065481363185755e-4,0.0031464067333150996,0.06315233443010736,0.06155216528129337,4.0769226812862675e-4,0.01617636447508307,0.1254985289958995,0.15924293354966176,0.007253463261635845,0.0038356465318954832,0.03845928975735616,0.00576057334777191,0.005656272893402398,0.003627068965549608,0,0,0
66,female,66_female,0,0.009015723340834695,0.19386483987145164,0.0014191754527808158,0.0022315132159106375,0.05534296068407515,0.050015972838089985,3.9411180803434874e-4,0.0033728205938441717,0.06321376474151139,0.06618403351482849,4.5023772933396223e-4,0.01667591448555267,0.12647319614781832,0.1635546182201934,0.0074257218078365005,0.0038942920229907904,0.03978331537708212,0.006275479267681794,0.005448249495034977,0.003921378830156969,0,0,0
67,female,67_female,843162.3636290049,0.009866768991151737,0.19738855743348183,0.0015865054473493728,0.002348030884428,0.05620413076179812,0.05205113722082318,4.5834074722345824e-4,0.003617725031583099,0.06328934315531355,0.07121961463527511,4.939485092875182e-4,0.0171389727241379,0.12736571072864764,0.1676590176417783,0.00763378498941919,0.003966669915499382,0.041336956628249336,0.006862984519510394,0.0051875048974888635,0.004237113688816895,0,0,0
68,female,68_female,0,0.010795382026343985,0.20123790419076684,0.0017785720776542495,0.002457915878733101,0.05700760406577482,0.05398075491124677,5.372839383561041e-4,0.0038815730113351326,0.06336877719430328,0.07668972139662052,5.36805973675714e-4,0.017567717911162864,0.12817120550074937,0.17160486956340862,0.00789223219356526,0.004044824304492271,0.0431696167022118,0.007508813982442453,0.004877117583446231,0.004576588608566719,0,0,0
69,female,69_female,0,0.011805143647823091,0.20541950555805658,0.0019960099353891424,0.0025599601486991012,0.05780403903434376,0.0557389708364489,6.333331354838477e-4,0.004164079074028545,0.06344339473462517,0.08260692982176925,5.788245753891314e-4,0.01796429322308876,0.12891690445221,0.17538166678282616,0.008205857196801778,0.004142791836021679,0.04534456640013195,0.008244520361971075,0.004525763985136915,0.004949113311649874,0,0,0
70,female,70_female,0,0.012918465196528133,0.2098623939131006,0.0022423709164196464,0.002657741131520974,0.05857983669391302,0.05742090510100817,7.476530875705446e-4,0.004468587307625087,0.06352872912528083,0.08902369026386242,6.219025221239e-4,0.018316630482974997,0.12960629762041867,0.17886484574358888,0.008567531704991695,0.004267676721831518,0.04787269848103161,0.009058452593830788,0.004143407486294508,0.005347507040173468,0,0,0
71,female,71_female,0,0.014164235029200799,0.21448927569189957,0.002521726182816339,0.002755597224860526,0.0593207225274462,0.05913601482470364,8.803071400986098e-4,0.004799131675436847,0.0636404012852239,0.09600028094961507,6.686443551689966e-4,0.01861221816049858,0.13024305031144076,0.18192246124067504,0.008988568319360825,0.004413948622981157,0.050740246829738364,0.009967586501630486,0.00374443520351523,0.0057806902249109265,0,0,0
72,female,72_female,615569.1603363294,0.015579519859843186,0.21921563589454315,0.002838744617866747,0.0028585954112438,0.060011812319432686,0.0610077266750168,0.0010295823645337695,0.005160565450520098,0.06379416522341841,0.10360607566068522,7.224658592709942e-4,0.0188384091334732,0.13083098582984878,0.18441765832853682,0.009494290048945815,0.0045890089886784545,0.05401879203291492,0.010955293549996218,0.003351350617785793,0.006249266186134904,0,0,0
73,female,73_female,0,0.017186768115468914,0.22404026375745884,0.003197018970055573,0.0029648796163399224,0.06062342490628578,0.06302831286369229,0.0011925800076294387,0.005558440621936471,0.06400358399068153,0.11192259289770563,7.856118057099914e-4,0.018986453298037345,0.1313383894977691,0.18630359902640564,0.010071988276233176,0.004804278366799442,0.05765472762780387,0.012039561183423666,0.0029643215743616726,0.006758136857663735,0,0,0
74,female,74_female,0,0.01900011008563293,0.22902940614121786,0.0036021334416268267,0.0030707089301498305,0.06116201556823291,0.06512054350852024,0.0013718157240275718,0.00599508936873646,0.06425871464202311,0.12101098079329377,8.572997227732324e-4,0.019061015626233788,0.13176119414248624,0.1876375133235646,0.010722851263824967,0.005053692025724976,0.06169882551754287,0.01320894189988928,0.002599285726349894,0.007304584576264379,0,0,0
75,female,75_female,0,0.02105664002189774,0.23419445934272629,0.004063883193168937,0.0031792315977337816,0.06166782540072799,0.06731795584017776,0.0015740759324261986,0.006470786768663238,0.06454003747407538,0.13091676444381575,9.368337102546304e-4,0.01907044447019275,0.13214538332161846,0.18844135044119273,0.01147020548117884,0.005352093122634857,0.06631744414979537,0.014468592256936051,0.0022592039779565608,0.007896110267127478,0,0,0
76,female,76_female,0,0.023401429517656367,0.23954756255892753,0.004594736517574255,0.0032940661605703365,0.06218260797681666,0.06965839537449786,0.0018097436381045086,0.006985041299944071,0.06482773735967176,0.14168314722854916,0.0010229834659911594,0.019023840367852336,0.13253756264198593,0.18874232232805638,0.012337286969764084,0.0056998364246178945,0.07158703322627544,0.01580979257464784,0.0019456581481989044,0.008535785253837375,0,0,0
77,female,77_female,452139.7504919376,0.026089476641477746,0.24510165314738797,0.0052106166656873875,0.0034193520503289013,0.06274954971493972,0.07218462908964228,0.002094159441714126,0.007536384640060099,0.06510165352854874,0.1533495698160145,0.001113838260861753,0.018930765920562698,0.13298490592467171,0.188572066654659,0.013330120170158447,0.006113126276735183,0.07739664545520755,0.01721536866060764,0.0016709697458759999,0.00922729428341596,0,0,0
78,female,78_female,0,0.029225073805638747,0.25091285054948137,0.005933889110129995,0.0035545385769822683,0.06337726125755522,0.074875551716259,0.002445366246244128,0.008133943474153579,0.06535450953690691,0.16615593617491892,0.0012085538412975212,0.018781839737989983,0.13348219872249423,0.187847340247187,0.014427363484160141,0.006586461994811081,0.0838800745829189,0.018661976362780913,0.0014343555085456511,0.009978335565955062,0,0,0
79,female,79_female,0,0.03288619290904684,0.2569894918254853,0.006782098466587466,0.003697720557080386,0.06403816458430057,0.07771890418692264,0.0028729386192105993,0.008785411545669542,0.06559964104435262,0.18025698567955944,0.001308637832234638,0.018572399566856888,0.13399833461350968,0.18655207092922593,0.015683207660297224,0.0071325712079530175,0.09122625937000492,0.02012248642283348,0.0012321125587949166,0.010788578520557859,0,0,0
80,female,80_female,0,0.037084541022453295,0.2632687862171059,0.007765941389241758,0.0038517361917616076,0.06472203318131928,0.08078144913284632,0.003382569897036345,0.009484254385676658,0.06584766948000352,0.1955104802126527,0.0014153639378099885,0.018319214271068116,0.13454223280578267,0.18482276740401446,0.0170646784806016,0.007762864971743694,0.09959670725180499,0.021567144695892992,0.0010554170063402047,0.01166937384052739,0,0,0
81,female,81_female,0,0.04180681979848778,0.26968119749335445,0.008893249355341843,0.004019858087701627,0.06541820286217954,0.08413989391370338,0.003975529159830797,0.010220723924393662,0.06610937889639175,0.21169394118370458,0.001530373918445764,0.018038631845017573,0.1351229676378766,0.18279498134521205,0.01860082648239332,0.008468744755786201,0.10892703865453793,0.022994097126263435,9.101053171670086e-4,0.012611565764437307,0,0,0
82,female,82_female,311897.37155985803,0.04700346380631409,0.27614997164553345,0.010167031384425488,0.004205879241045798,0.06611554196270206,0.08788295292132621,0.004645800663654759,0.010981325324831396,0.06639572955424972,0.2284893776749171,0.0016557446067069677,0.017746277534869997,0.1357497899534305,0.1806007323857124,0.020307197390192537,0.009253551334462626,0.11941256271306044,0.024380938541724836,7.87539913408689e-4,0.013634339163888839,0,0,0
83,female,83_female,0,0.05277258226371996,0.28271485315364514,0.011620430446280828,0.004425463462221324,0.06678473800932933,0.09238531072650799,0.005404239694285308,0.011771297143290267,0.066714991494439893,0.24599273367633845,0.0017963973328473277,0.01744136040575026,0.13644033395049693,0.1782210400122984,0.02218376985146483,0.01011629371730929,0.13123396943608306,0.025710327502810472,6.86939951761905e-4,0.014741362368301932,0,0,0
84,female,84_female,0,0.059262529568788094,0.2894305514253011,0.013294049663997179,0.004681048808355535,0.06743252047164837,0.09769945347824659,0.006274183484203356,0.012599467223970904,0.06706035069117365,0.2644263429166365,0.001953294169997583,0.01711552379908527,0.13718961638215993,0.17558495910417304,0.024150595188656466,0.011043782138632,0.14487071786575756,0.026937960249657916,6.028226188855248e-4,0.015935750333590442,0,0,0
85,female,85_female,0,0.06643462915205757,0.2962326113091795,0.015190038456220942,0.004954091692049836,0.06810276388501157,0.10337068888313095,0.00725758282433691,0.013451960737158172,0.0674201291581331,0.2835268015635703,0.0021216256789432057,0.01677231641674794,0.13797274894901626,0.17274195784830357,0.026267099686506284,0.012058825364036121,0.16016433912716999,0.02802677772547577,5.3365278881344e-4,0.017232453604503796,0,0,0
86,female,86_female,0,0.07419941289917083,0.30305031236926017,0.017297622314520984,0.005221260763802018,0.06884112160363885,0.10882881252191878,0.008350309108551345,0.014311060271209448,0.06778240779501658,0.3029502136767116,0.0022944858677065904,0.016415162104545352,0.13876429934810172,0.16973987306198018,0.02851127711046082,0.013104446271294165,0.1776204959849869,0.029012973457240424,4.777621616992921e-4,0.018631164573746202,0,0,0
